temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2
5.0,Winter,Zone A,Redfish,Cod
13.7,Fall,Zone A,Halibut,Sea Bass
8.7,Winter,Zone A,Cod,Redfish
9.6,Winter,Zone A,Redfish,Smelt
22.8,Summer,Zone C,Pollock,Haddock
17.0,Fall,Zone B,Halibut,Sea Bass
19.0,Fall,Zone B,Halibut,Atlantic Salmon
9.8,Winter,Zone A,Redfish,Cod
10.3,Spring,Zone A,Flounder,Cod
19.0,Summer,Zone B,Haddock,Pollock
23.6,Summer,Zone C,Mackerel,Haddock
15.5,Fall,Zone B,Halibut,Sea Bass
22.5,Summer,Zone C,Haddock,Pollock
12.8,Spring,Zone A,Flounder,Herring
13.9,Fall,Zone A,Sea Bass,Halibut
8.0,Winter,Zone A,Cod,Smelt
4.2,Winter,Zone A,Smelt,Redfish
12.3,Fall,Zone A,Atlantic Salmon,Sea Bass
6.6,Winter,Zone A,Smelt,Cod
22.9,Summer,Zone C,Mackerel,Pollock
7.3,Winter,Zone A,Smelt,Cod
20.4,Summer,Zone C,Haddock,Pollock
17.3,Fall,Zone B,Sea Bass,Halibut
6.6,Winter,Zone A,Cod,Smelt
9.2,Winter,Zone A,Redfish,Cod
15.8,Fall,Zone B,Atlantic Salmon,Halibut
24.1,Summer,Zone C,Pollock,Mackerel
20.3,Summer,Zone C,Haddock,Pollock
20.5,Summer,Zone C,Mackerel,Haddock
19.8,Summer,Zone B,Mackerel,Haddock
23.8,Summer,Zone C,Pollock,Mackerel
10.9,Spring,Zone A,Flounder,Herring
15.2,Fall,Zone B,Atlantic Salmon,Sea Bass
15.8,Fall,Zone B,Halibut,Sea Bass
20.4,Summer,Zone C,Pollock,Haddock
25.0,Summer,Zone C,Mackerel,Pollock
18.3,Summer,Zone B,Mackerel,Haddock
12.2,Fall,Zone A,Atlantic Salmon,Sea Bass
13.6,Fall,Zone A,Sea Bass,Atlantic Salmon
9.7,Winter,Zone A,Cod,Smelt
17.9,Fall,Zone B,Halibut,Atlantic Salmon
16.9,Fall,Zone B,Sea Bass,Atlantic Salmon
12.9,Spring,Zone A,Herring,Flounder
11.5,Spring,Zone A,Flounder,Cod
23.5,Summer,Zone C,Haddock,Pollock
7.3,Winter,Zone A,Redfish,Cod
19.5,Fall,Zone B,Halibut,Sea Bass
24.8,Summer,Zone C,Haddock,Pollock
21.8,Summer,Zone C,Mackerel,Haddock
18.7,Summer,Zone B,Pollock,Mackerel
24.6,Summer,Zone C,Mackerel,Haddock
7.0,Winter,Zone A,Redfish,Smelt
12.3,Fall,Zone A,Sea Bass,Atlantic Salmon
5.5,Winter,Zone A,Redfish,Cod
14.7,Fall,Zone A,Sea Bass,Halibut
7.4,Winter,Zone A,Cod,Smelt
20.7,Summer,Zone C,Pollock,Haddock
17.5,Spring,Zone B,Cod,Herring
24.9,Summer,Zone C,Mackerel,Haddock
15.4,Fall,Zone B,Atlantic Salmon,Sea Bass
9.3,Winter,Zone A,Redfish,Cod
10.4,Spring,Zone A,Flounder,Herring
23.2,Summer,Zone C,Pollock,Mackerel
14.5,Fall,Zone A,Halibut,Sea Bass
6.3,Winter,Zone A,Redfish,Smelt
14.9,Spring,Zone A,Herring,Flounder
17.3,Spring,Zone B,Cod,Flounder
20.9,Summer,Zone C,Haddock,Pollock
13.0,Spring,Zone A,Herring,Cod
6.9,Winter,Zone A,Smelt,Redfish
8.6,Winter,Zone A,Smelt,Redfish
22.0,Summer,Zone C,Pollock,Haddock
20.7,Summer,Zone C,Pollock,Mackerel
14.3,Fall,Zone A,Halibut,Sea Bass
21.3,Summer,Zone C,Pollock,Mackerel
12.5,Spring,Zone A,Cod,Herring
13.3,Fall,Zone A,Sea Bass,Atlantic Salmon
17.9,Spring,Zone B,Cod,Herring
13.4,Spring,Zone A,Cod,Herring
16.3,Fall,Zone B,Halibut,Sea Bass
8.9,Winter,Zone A,Smelt,Cod
15.5,Spring,Zone B,Herring,Cod
8.2,Winter,Zone A,Redfish,Cod
20.2,Summer,Zone C,Haddock,Mackerel
20.9,Summer,Zone C,Haddock,Pollock
8.8,Winter,Zone A,Smelt,Redfish
16.2,Fall,Zone B,Sea Bass,Atlantic Salmon
14.3,Spring,Zone A,Cod,Flounder
13.2,Spring,Zone A,Cod,Herring
5.1,Winter,Zone A,Smelt,Redfish
23.9,Summer,Zone C,Pollock,Mackerel
20.9,Summer,Zone C,Mackerel,Haddock
16.7,Fall,Zone B,Atlantic Salmon,Halibut
9.1,Winter,Zone A,Smelt,Redfish
15.5,Fall,Zone B,Halibut,Atlantic Salmon
19.0,Fall,Zone B,Halibut,Sea Bass
16.7,Spring,Zone B,Cod,Herring
21.8,Summer,Zone C,Pollock,Mackerel
8.4,Winter,Zone A,Redfish,Cod
9.7,Winter,Zone A,Smelt,Cod
5.1,Winter,Zone A,Redfish,Cod
7.8,Winter,Zone A,Cod,Redfish
20.6,Summer,Zone C,Pollock,Mackerel
14.4,Spring,Zone A,Herring,Cod
5.1,Winter,Zone A,Cod,Redfish
8.0,Winter,Zone A,Cod,Redfish
21.6,Summer,Zone C,Mackerel,Haddock
21.8,Summer,Zone C,Pollock,Haddock
16.2,Spring,Zone B,Cod,Herring
19.2,Summer,Zone B,Pollock,Haddock
12.7,Fall,Zone A,Halibut,Sea Bass
6.2,Winter,Zone A,Cod,Redfish
6.8,Winter,Zone A,Cod,Smelt
12.0,Spring,Zone A,Cod,Flounder
16.7,Spring,Zone B,Cod,Flounder
19.9,Summer,Zone B,Pollock,Mackerel
19.6,Fall,Zone B,Sea Bass,Halibut
10.2,Spring,Zone A,Cod,Flounder
9.0,Winter,Zone A,Redfish,Smelt
6.4,Winter,Zone A,Cod,Redfish
20.5,Summer,Zone C,Pollock,Haddock
19.1,Summer,Zone B,Pollock,Haddock
13.4,Spring,Zone A,Flounder,Herring
15.3,Fall,Zone B,Atlantic Salmon,Halibut
4.3,Winter,Zone A,Cod,Smelt
8.8,Winter,Zone A,Cod,Redfish
10.0,Winter,Zone A,Smelt,Redfish
17.9,Fall,Zone B,Atlantic Salmon,Sea Bass
15.1,Fall,Zone B,Halibut,Sea Bass
6.4,Winter,Zone A,Cod,Smelt
15.6,Spring,Zone B,Cod,Herring
12.4,Spring,Zone A,Flounder,Cod
16.2,Spring,Zone B,Flounder,Cod
14.0,Spring,Zone A,Cod,Flounder
13.7,Spring,Zone A,Herring,Cod
5.5,Winter,Zone A,Smelt,Redfish
6.3,Winter,Zone A,Redfish,Smelt
5.4,Winter,Zone A,Redfish,Cod
5.1,Winter,Zone A,Redfish,Cod
15.9,Spring,Zone B,Cod,Flounder
7.0,Winter,Zone A,Smelt,Cod
18.3,Fall,Zone B,Atlantic Salmon,Sea Bass
7.8,Winter,Zone A,Redfish,Smelt
23.4,Summer,Zone C,Mackerel,Pollock
18.2,Fall,Zone B,Sea Bass,Halibut
10.8,Spring,Zone A,Herring,Cod
17.6,Spring,Zone B,Cod,Flounder
5.0,Winter,Zone A,Cod,Smelt
16.8,Fall,Zone B,Atlantic Salmon,Halibut
5.3,Winter,Zone A,Cod,Smelt
17.7,Fall,Zone B,Halibut,Atlantic Salmon
12.2,Fall,Zone A,Halibut,Sea Bass
9.8,Winter,Zone A,Redfish,Smelt
12.9,Spring,Zone A,Cod,Flounder
16.5,Fall,Zone B,Atlantic Salmon,Halibut
20.0,Summer,Zone B,Mackerel,Pollock
14.6,Spring,Zone A,Herring,Cod
18.7,Summer,Zone B,Mackerel,Pollock
13.4,Spring,Zone A,Cod,Flounder
7.4,Winter,Zone A,Cod,Smelt
13.2,Spring,Zone A,Herring,Cod
6.4,Winter,Zone A,Redfish,Cod
21.4,Summer,Zone C,Mackerel,Haddock
12.8,Fall,Zone A,Sea Bass,Halibut
12.6,Fall,Zone A,Halibut,Atlantic Salmon
24.0,Summer,Zone C,Mackerel,Haddock
11.1,Spring,Zone A,Herring,Flounder
24.8,Summer,Zone C,Pollock,Mackerel
18.8,Fall,Zone B,Halibut,Atlantic Salmon
18.4,Fall,Zone B,Halibut,Sea Bass
13.9,Fall,Zone A,Sea Bass,Halibut
18.4,Summer,Zone B,Pollock,Mackerel
24.0,Summer,Zone C,Mackerel,Pollock
24.6,Summer,Zone C,Haddock,Mackerel
7.8,Winter,Zone A,Smelt,Cod
23.7,Summer,Zone C,Haddock,Pollock
19.2,Summer,Zone B,Pollock,Haddock
5.9,Winter,Zone A,Cod,Redfish
23.7,Summer,Zone C,Haddock,Mackerel
7.1,Winter,Zone A,Smelt,Redfish
14.3,Fall,Zone A,Atlantic Salmon,Sea Bass
19.6,Fall,Zone B,Atlantic Salmon,Halibut
12.1,Fall,Zone A,Atlantic Salmon,Sea Bass
15.6,Fall,Zone B,Sea Bass,Halibut
17.9,Fall,Zone B,Sea Bass,Halibut
24.3,Summer,Zone C,Pollock,Mackerel
9.0,Winter,Zone A,Redfish,Cod
6.4,Winter,Zone A,Smelt,Redfish
7.9,Winter,Zone A,Cod,Redfish
12.2,Fall,Zone A,Atlantic Salmon,Sea Bass
20.7,Summer,Zone C,Pollock,Haddock
15.8,Spring,Zone B,Cod,Herring
21.9,Summer,Zone C,Pollock,Haddock
9.0,Winter,Zone A,Smelt,Cod
19.3,Fall,Zone B,Atlantic Salmon,Halibut
4.3,Winter,Zone A,Redfish,Smelt
24.3,Summer,Zone C,Haddock,Pollock
12.2,Fall,Zone A,Sea Bass,Halibut
14.2,Fall,Zone A,Atlantic Salmon,Halibut
10.3,Spring,Zone A,Herring,Flounder
6.1,Winter,Zone A,Cod,Smelt
4.8,Winter,Zone A,Cod,Redfish
12.8,Spring,Zone A,Herring,Flounder
16.5,Spring,Zone B,Cod,Flounder
17.6,Spring,Zone B,Cod,Flounder
17.2,Spring,Zone B,Cod,Herring
23.1,Summer,Zone C,Mackerel,Pollock
14.5,Fall,Zone A,Sea Bass,Atlantic Salmon
17.0,Fall,Zone B,Atlantic Salmon,Sea Bass
16.6,Fall,Zone B,Sea Bass,Halibut
7.0,Winter,Zone A,Smelt,Cod
11.8,Spring,Zone A,Flounder,Herring
9.8,Winter,Zone A,Redfish,Cod
4.7,Winter,Zone A,Cod,Redfish
17.5,Fall,Zone B,Atlantic Salmon,Sea Bass
13.2,Fall,Zone A,Sea Bass,Halibut
16.8,Fall,Zone B,Halibut,Sea Bass
15.5,Spring,Zone B,Herring,Flounder
12.6,Spring,Zone A,Flounder,Cod
12.0,Fall,Zone A,Halibut,Atlantic Salmon
12.8,Spring,Zone A,Herring,Cod
16.5,Fall,Zone B,Halibut,Atlantic Salmon
14.0,Fall,Zone A,Halibut,Atlantic Salmon
16.4,Fall,Zone B,Sea Bass,Halibut
13.1,Spring,Zone A,Flounder,Herring
14.8,Spring,Zone A,Herring,Cod
7.8,Winter,Zone A,Redfish,Cod
4.9,Winter,Zone A,Cod,Smelt
21.0,Summer,Zone C,Pollock,Haddock
18.2,Summer,Zone B,Mackerel,Haddock
12.5,Fall,Zone A,Sea Bass,Halibut
4.5,Winter,Zone A,Cod,Redfish
16.3,Spring,Zone B,Flounder,Herring
12.9,Spring,Zone A,Cod,Herring
11.1,Spring,Zone A,Cod,Flounder
17.5,Spring,Zone B,Herring,Cod
18.9,Summer,Zone B,Mackerel,Haddock
20.9,Summer,Zone C,Haddock,Pollock
21.5,Summer,Zone C,Mackerel,Pollock
17.8,Fall,Zone B,Halibut,Sea Bass
16.3,Fall,Zone B,Sea Bass,Halibut
24.8,Summer,Zone C,Pollock,Haddock
4.3,Winter,Zone A,Smelt,Redfish
21.4,Summer,Zone C,Mackerel,Haddock
14.3,Spring,Zone A,Flounder,Cod
11.0,Spring,Zone A,Cod,Flounder
9.5,Winter,Zone A,Smelt,Cod
8.8,Winter,Zone A,Smelt,Cod
18.3,Summer,Zone B,Mackerel,Pollock
19.5,Fall,Zone B,Sea Bass,Halibut
14.4,Fall,Zone A,Sea Bass,Atlantic Salmon
18.8,Fall,Zone B,Halibut,Atlantic Salmon
17.5,Spring,Zone B,Flounder,Herring
19.0,Summer,Zone B,Pollock,Haddock
9.7,Winter,Zone A,Smelt,Cod
21.9,Summer,Zone C,Pollock,Haddock
18.7,Summer,Zone B,Haddock,Pollock
8.4,Winter,Zone A,Redfish,Cod
20.0,Fall,Zone B,Sea Bass,Halibut
4.4,Winter,Zone A,Smelt,Cod
12.4,Fall,Zone A,Sea Bass,Atlantic Salmon
19.3,Summer,Zone B,Mackerel,Pollock
5.2,Winter,Zone A,Cod,Smelt
15.1,Fall,Zone B,Halibut,Atlantic Salmon
19.9,Fall,Zone B,Atlantic Salmon,Halibut
4.5,Winter,Zone A,Redfish,Cod
20.4,Summer,Zone C,Haddock,Pollock
7.5,Winter,Zone A,Smelt,Cod
15.0,Fall,Zone B,Sea Bass,Halibut
17.9,Spring,Zone B,Cod,Flounder
5.9,Winter,Zone A,Cod,Smelt
14.6,Spring,Zone A,Cod,Herring
13.9,Spring,Zone A,Flounder,Herring
16.8,Spring,Zone B,Cod,Herring
20.1,Summer,Zone C,Mackerel,Pollock
5.2,Winter,Zone A,Cod,Redfish
15.6,Spring,Zone B,Flounder,Cod
19.1,Summer,Zone B,Pollock,Mackerel
7.8,Winter,Zone A,Smelt,Redfish
10.6,Spring,Zone A,Herring,Flounder
18.6,Summer,Zone B,Pollock,Haddock
8.8,Winter,Zone A,Cod,Redfish
17.2,Spring,Zone B,Herring,Flounder
5.4,Winter,Zone A,Redfish,Cod
18.4,Summer,Zone B,Haddock,Mackerel
8.8,Winter,Zone A,Redfish,Smelt
10.8,Spring,Zone A,Flounder,Cod
24.1,Summer,Zone C,Haddock,Mackerel
14.7,Fall,Zone A,Sea Bass,Atlantic Salmon
17.2,Fall,Zone B,Halibut,Atlantic Salmon
16.5,Fall,Zone B,Atlantic Salmon,Halibut
12.4,Fall,Zone A,Sea Bass,Atlantic Salmon
14.7,Fall,Zone A,Atlantic Salmon,Halibut
7.8,Winter,Zone A,Smelt,Cod
13.8,Fall,Zone A,Atlantic Salmon,Sea Bass
19.3,Fall,Zone B,Sea Bass,Atlantic Salmon
15.3,Fall,Zone B,Sea Bass,Halibut
11.4,Spring,Zone A,Flounder,Herring
24.4,Summer,Zone C,Pollock,Mackerel
15.4,Spring,Zone B,Cod,Herring
15.6,Fall,Zone B,Halibut,Atlantic Salmon
23.8,Summer,Zone C,Haddock,Mackerel
9.2,Winter,Zone A,Cod,Smelt
8.4,Winter,Zone A,Cod,Redfish
13.7,Fall,Zone A,Atlantic Salmon,Sea Bass
17.8,Spring,Zone B,Cod,Flounder
9.0,Winter,Zone A,Smelt,Cod
10.9,Spring,Zone A,Herring,Flounder
9.2,Winter,Zone A,Cod,Redfish
19.1,Fall,Zone B,Sea Bass,Halibut
5.1,Winter,Zone A,Cod,Redfish
14.1,Fall,Zone A,Sea Bass,Halibut
17.1,Spring,Zone B,Cod,Herring
13.8,Spring,Zone A,Flounder,Cod
13.8,Spring,Zone A,Cod,Flounder
19.6,Summer,Zone B,Mackerel,Pollock
13.5,Fall,Zone A,Sea Bass,Halibut
11.1,Spring,Zone A,Flounder,Cod
19.9,Fall,Zone B,Sea Bass,Atlantic Salmon
8.0,Winter,Zone A,Redfish,Smelt
7.5,Winter,Zone A,Smelt,Redfish
8.0,Winter,Zone A,Cod,Smelt
16.5,Spring,Zone B,Flounder,Cod
17.7,Spring,Zone B,Herring,Flounder
21.1,Summer,Zone C,Pollock,Mackerel
14.8,Fall,Zone A,Halibut,Atlantic Salmon
16.3,Fall,Zone B,Sea Bass,Halibut
5.2,Winter,Zone A,Redfish,Cod
7.4,Winter,Zone A,Smelt,Cod
16.6,Fall,Zone B,Halibut,Sea Bass
6.9,Winter,Zone A,Redfish,Smelt
12.8,Spring,Zone A,Cod,Herring
5.5,Winter,Zone A,Cod,Redfish
18.5,Summer,Zone B,Mackerel,Pollock
23.5,Summer,Zone C,Pollock,Haddock
16.1,Fall,Zone B,Atlantic Salmon,Halibut
8.5,Winter,Zone A,Redfish,Smelt
15.6,Spring,Zone B,Flounder,Cod
20.0,Summer,Zone B,Pollock,Haddock
22.8,Summer,Zone C,Pollock,Haddock
21.1,Summer,Zone C,Mackerel,Pollock
11.9,Spring,Zone A,Herring,Cod
21.3,Summer,Zone C,Mackerel,Haddock
7.8,Winter,Zone A,Smelt,Cod
20.1,Summer,Zone C,Mackerel,Haddock
8.9,Winter,Zone A,Cod,Redfish
23.9,Summer,Zone C,Mackerel,Pollock
17.9,Fall,Zone B,Sea Bass,Halibut
10.4,Spring,Zone A,Flounder,Cod
4.4,Winter,Zone A,Redfish,Smelt
22.4,Summer,Zone C,Haddock,Mackerel
20.3,Summer,Zone C,Pollock,Mackerel
21.9,Summer,Zone C,Mackerel,Pollock
12.2,Fall,Zone A,Atlantic Salmon,Sea Bass
5.7,Winter,Zone A,Cod,Smelt
24.4,Summer,Zone C,Pollock,Haddock
6.9,Winter,Zone A,Cod,Smelt
19.4,Fall,Zone B,Halibut,Sea Bass
9.5,Winter,Zone A,Redfish,Smelt
21.7,Summer,Zone C,Pollock,Haddock
20.6,Summer,Zone C,Mackerel,Haddock
8.0,Winter,Zone A,Redfish,Cod
24.4,Summer,Zone C,Pollock,Haddock
19.2,Summer,Zone B,Pollock,Mackerel
14.7,Fall,Zone A,Atlantic Salmon,Sea Bass
23.3,Summer,Zone C,Mackerel,Haddock
21.9,Summer,Zone C,Pollock,Haddock
22.3,Summer,Zone C,Haddock,Pollock
21.3,Summer,Zone C,Mackerel,Haddock
14.8,Spring,Zone A,Cod,Herring
24.0,Summer,Zone C,Haddock,Mackerel
12.9,Spring,Zone A,Flounder,Herring
14.5,Fall,Zone A,Sea Bass,Halibut
18.7,Fall,Zone B,Halibut,Sea Bass
5.4,Winter,Zone A,Redfish,Smelt
6.6,Winter,Zone A,Smelt,Redfish
18.1,Summer,Zone B,Pollock,Haddock
17.4,Spring,Zone B,Cod,Flounder
19.7,Fall,Zone B,Sea Bass,Halibut
13.5,Spring,Zone A,Flounder,Cod
7.8,Winter,Zone A,Smelt,Redfish
12.7,Fall,Zone A,Atlantic Salmon,Sea Bass
15.1,Fall,Zone B,Atlantic Salmon,Sea Bass
17.6,Spring,Zone B,Cod,Flounder
14.5,Fall,Zone A,Sea Bass,Atlantic Salmon
8.9,Winter,Zone A,Redfish,Smelt
18.2,Summer,Zone B,Haddock,Pollock
10.6,Spring,Zone A,Herring,Flounder
19.6,Fall,Zone B,Sea Bass,Atlantic Salmon
19.0,Summer,Zone B,Haddock,Mackerel
9.6,Winter,Zone A,Cod,Smelt
18.8,Summer,Zone B,Pollock,Mackerel
22.7,Summer,Zone C,Pollock,Mackerel
19.3,Summer,Zone B,Mackerel,Haddock
8.0,Winter,Zone A,Redfish,Smelt
11.4,Spring,Zone A,Herring,Cod
23.5,Summer,Zone C,Mackerel,Haddock
9.6,Winter,Zone A,Smelt,Cod
12.6,Fall,Zone A,Halibut,Sea Bass
22.8,Summer,Zone C,Mackerel,Haddock
8.0,Winter,Zone A,Cod,Smelt
20.0,Summer,Zone B,Mackerel,Pollock
7.6,Winter,Zone A,Cod,Smelt
5.6,Winter,Zone A,Cod,Smelt
20.6,Summer,Zone C,Mackerel,Pollock
22.2,Summer,Zone C,Haddock,Pollock
4.2,Winter,Zone A,Cod,Smelt
21.1,Summer,Zone C,Pollock,Mackerel
6.2,Winter,Zone A,Smelt,Redfish
17.4,Spring,Zone B,Cod,Herring
24.8,Summer,Zone C,Mackerel,Haddock
21.0,Summer,Zone C,Mackerel,Haddock
22.7,Summer,Zone C,Pollock,Haddock
8.3,Winter,Zone A,Smelt,Cod
18.9,Summer,Zone B,Mackerel,Haddock
5.7,Winter,Zone A,Redfish,Cod
10.4,Spring,Zone A,Flounder,Herring
14.4,Fall,Zone A,Atlantic Salmon,Halibut
18.2,Summer,Zone B,Pollock,Haddock
6.0,Winter,Zone A,Smelt,Cod
22.5,Summer,Zone C,Pollock,Mackerel
12.8,Spring,Zone A,Cod,Herring
8.0,Winter,Zone A,Redfish,Smelt
18.7,Fall,Zone B,Halibut,Atlantic Salmon
19.8,Summer,Zone B,Mackerel,Pollock
24.2,Summer,Zone C,Pollock,Haddock
15.1,Spring,Zone B,Herring,Flounder
6.9,Winter,Zone A,Redfish,Smelt
24.9,Summer,Zone C,Mackerel,Pollock
20.3,Summer,Zone C,Pollock,Mackerel
7.1,Winter,Zone A,Cod,Smelt
14.7,Fall,Zone A,Sea Bass,Halibut
5.6,Winter,Zone A,Smelt,Cod
16.7,Spring,Zone B,Flounder,Cod
14.4,Spring,Zone A,Cod,Herring
21.4,Summer,Zone C,Mackerel,Pollock
21.7,Summer,Zone C,Pollock,Mackerel
9.0,Winter,Zone A,Smelt,Cod
17.4,Fall,Zone B,Sea Bass,Atlantic Salmon
7.9,Winter,Zone A,Smelt,Cod
5.9,Winter,Zone A,Redfish,Smelt
18.9,Summer,Zone B,Haddock,Mackerel
17.9,Fall,Zone B,Sea Bass,Atlantic Salmon
6.7,Winter,Zone A,Cod,Redfish
8.0,Winter,Zone A,Smelt,Redfish
19.7,Summer,Zone B,Haddock,Mackerel
10.0,Winter,Zone A,Cod,Smelt
5.7,Winter,Zone A,Cod,Smelt
18.6,Fall,Zone B,Atlantic Salmon,Sea Bass
12.8,Spring,Zone A,Flounder,Cod
20.2,Summer,Zone C,Pollock,Haddock
6.4,Winter,Zone A,Redfish,Cod
21.6,Summer,Zone C,Pollock,Haddock
15.6,Fall,Zone B,Sea Bass,Atlantic Salmon
19.3,Summer,Zone B,Mackerel,Pollock
22.2,Summer,Zone C,Mackerel,Haddock
14.6,Spring,Zone A,Cod,Flounder
18.4,Fall,Zone B,Sea Bass,Atlantic Salmon
19.8,Fall,Zone B,Atlantic Salmon,Halibut
10.4,Spring,Zone A,Cod,Flounder
16.5,Fall,Zone B,Halibut,Sea Bass
11.8,Spring,Zone A,Flounder,Herring
14.7,Spring,Zone A,Flounder,Herring
13.7,Spring,Zone A,Cod,Flounder
11.6,Spring,Zone A,Cod,Flounder
13.7,Fall,Zone A,Atlantic Salmon,Sea Bass
9.1,Winter,Zone A,Cod,Smelt
20.0,Summer,Zone B,Haddock,Mackerel
14.1,Fall,Zone A,Halibut,Sea Bass
7.4,Winter,Zone A,Cod,Smelt
7.9,Winter,Zone A,Smelt,Cod
18.7,Summer,Zone B,Mackerel,Haddock
20.5,Summer,Zone C,Mackerel,Haddock
16.0,Fall,Zone B,Sea Bass,Halibut
17.0,Fall,Zone B,Sea Bass,Atlantic Salmon
5.6,Winter,Zone A,Redfish,Smelt
20.5,Summer,Zone C,Mackerel,Pollock
10.4,Spring,Zone A,Flounder,Cod
6.7,Winter,Zone A,Redfish,Cod
13.1,Spring,Zone A,Cod,Herring
4.2,Winter,Zone A,Redfish,Smelt
17.9,Spring,Zone B,Herring,Cod
12.5,Fall,Zone A,Atlantic Salmon,Halibut
8.1,Winter,Zone A,Smelt,Cod
14.8,Spring,Zone A,Cod,Flounder
21.4,Summer,Zone C,Pollock,Haddock
11.6,Spring,Zone A,Herring,Flounder
16.3,Fall,Zone B,Atlantic Salmon,Sea Bass
17.5,Spring,Zone B,Flounder,Herring
23.0,Summer,Zone C,Pollock,Mackerel
12.7,Fall,Zone A,Atlantic Salmon,Sea Bass
13.0,Fall,Zone A,Atlantic Salmon,Halibut
12.2,Spring,Zone A,Cod,Flounder
12.6,Fall,Zone A,Halibut,Atlantic Salmon
5.4,Winter,Zone A,Redfish,Smelt
16.7,Spring,Zone B,Herring,Flounder
15.8,Fall,Zone B,Sea Bass,Halibut
15.6,Spring,Zone B,Cod,Flounder
10.4,Spring,Zone A,Cod,Flounder
8.6,Winter,Zone A,Smelt,Cod
24.1,Summer,Zone C,Pollock,Haddock
14.7,Spring,Zone A,Herring,Flounder
7.2,Winter,Zone A,Cod,Redfish
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon
22.0,Summer,Zone C,Pollock,Mackerel
11.0,Spring,Zone A,Herring,Flounder
5.9,Winter,Zone A,Redfish,Smelt
4.3,Winter,Zone A,Smelt,Redfish
4.6,Winter,Zone A,Cod,Smelt
8.1,Winter,Zone A,Redfish,Cod
15.9,Spring,Zone B,Flounder,Herring
23.6,Summer,Zone C,Haddock,Pollock
7.2,Winter,Zone A,Smelt,Redfish
13.3,Fall,Zone A,Sea Bass,Halibut
13.3,Fall,Zone A,Halibut,Sea Bass
21.5,Summer,Zone C,Pollock,Mackerel
19.1,Fall,Zone B,Atlantic Salmon,Sea Bass
19.3,Summer,Zone B,Haddock,Mackerel
19.6,Fall,Zone B,Halibut,Sea Bass
15.2,Spring,Zone B,Herring,Cod
21.0,Summer,Zone C,Mackerel,Pollock
19.7,Fall,Zone B,Sea Bass,Atlantic Salmon
22.1,Summer,Zone C,Haddock,Mackerel
14.4,Fall,Zone A,Halibut,Sea Bass
8.4,Winter,Zone A,Redfish,Cod
12.2,Spring,Zone A,Herring,Cod
8.1,Winter,Zone A,Cod,Redfish
13.1,Spring,Zone A,Herring,Flounder
14.0,Fall,Zone A,Atlantic Salmon,Halibut
12.4,Fall,Zone A,Sea Bass,Halibut
18.9,Summer,Zone B,Haddock,Mackerel
13.1,Spring,Zone A,Flounder,Herring
14.7,Spring,Zone A,Herring,Flounder
4.3,Winter,Zone A,Smelt,Cod
22.3,Summer,Zone C,Mackerel,Pollock
8.2,Winter,Zone A,Smelt,Redfish
19.7,Summer,Zone B,Haddock,Pollock
21.9,Summer,Zone C,Pollock,Haddock
19.8,Summer,Zone B,Haddock,Mackerel
13.6,Spring,Zone A,Cod,Flounder
17.7,Spring,Zone B,Cod,Flounder
11.8,Spring,Zone A,Flounder,Herring
22.8,Summer,Zone C,Mackerel,Haddock
8.2,Winter,Zone A,Smelt,Cod
15.5,Fall,Zone B,Halibut,Atlantic Salmon
6.1,Winter,Zone A,Cod,Redfish
11.5,Spring,Zone A,Flounder,Herring
12.6,Fall,Zone A,Halibut,Atlantic Salmon
17.1,Fall,Zone B,Halibut,Atlantic Salmon
14.0,Spring,Zone A,Cod,Flounder
14.5,Spring,Zone A,Cod,Herring
20.2,Summer,Zone C,Pollock,Mackerel
14.9,Spring,Zone A,Flounder,Herring
15.3,Fall,Zone B,Atlantic Salmon,Sea Bass
23.2,Summer,Zone C,Pollock,Haddock
6.2,Winter,Zone A,Cod,Redfish
24.5,Summer,Zone C,Pollock,Haddock
12.4,Fall,Zone A,Sea Bass,Halibut
11.0,Spring,Zone A,Herring,Flounder
15.8,Fall,Zone B,Sea Bass,Atlantic Salmon
17.9,Fall,Zone B,Atlantic Salmon,Sea Bass
9.9,Winter,Zone A,Cod,Smelt
18.8,Summer,Zone B,Pollock,Mackerel
8.5,Winter,Zone A,Cod,Smelt
9.1,Winter,Zone A,Redfish,Cod
23.0,Summer,Zone C,Pollock,Haddock
10.6,Spring,Zone A,Herring,Flounder
16.2,Spring,Zone B,Herring,Cod
14.5,Spring,Zone A,Cod,Flounder
10.1,Spring,Zone A,Cod,Herring
5.1,Winter,Zone A,Cod,Smelt
13.5,Fall,Zone A,Atlantic Salmon,Sea Bass
18.1,Fall,Zone B,Sea Bass,Atlantic Salmon
15.6,Fall,Zone B,Halibut,Sea Bass
19.5,Summer,Zone B,Pollock,Mackerel
19.3,Fall,Zone B,Sea Bass,Atlantic Salmon
11.9,Spring,Zone A,Flounder,Herring
13.9,Fall,Zone A,Halibut,Atlantic Salmon
17.5,Spring,Zone B,Flounder,Herring
15.4,Fall,Zone B,Halibut,Sea Bass
18.8,Fall,Zone B,Sea Bass,Atlantic Salmon
18.0,Spring,Zone B,Herring,Cod
9.3,Winter,Zone A,Redfish,Cod
7.7,Winter,Zone A,Cod,Redfish
9.8,Winter,Zone A,Cod,Smelt
14.9,Spring,Zone A,Herring,Cod
22.8,Summer,Zone C,Haddock,Pollock
