temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2,salinity_psu
13.1,Fall,Zone A,Atlantic Salmon,Sea Bass,33.09
14.8,Spring,Zone A,Flounder,Cod,31.29
16.0,Spring,Zone B,Cod,Flounder,31.65
19.7,Fall,Zone B,Sea Bass,Atlantic Salmon,32.25
12.5,Fall,Zone A,Halibut,Sea Bass,32.17
4.6,Winter,Zone A,Redfish,Cod,33.68
21.1,Summer,Zone C,Pollock,Mackerel,31.61
6.7,Winter,Zone A,Cod,Redfish,34.01
14.6,Fall,Zone A,Halibut,Sea Bass,32.29
14.4,Fall,Zone A,Sea Bass,Halibut,32.63
5.3,Winter,Zone A,Redfish,Cod,33.63
8.0,Winter,Zone A,Redfish,Smelt,33.22
8.1,Winter,Zone A,Smelt,Cod,33.64
21.3,Summer,Zone C,Pollock,Haddock,31.95
15.0,Spring,Zone B,Herring,Flounder,31.94
15.6,Spring,Zone B,Herring,Flounder,30.8
10.3,Spring,Zone A,Flounder,Cod,31.8
19.0,Summer,Zone B,Haddock,Pollock,33.27
12.6,Fall,Zone A,Sea Bass,Halibut,32.12
8.6,Winter,Zone A,Cod,Smelt,32.98
8.7,Winter,Zone A,Cod,Smelt,33.57
12.3,Spring,Zone A,Herring,Flounder,31.72
21.1,Summer,Zone C,Pollock,Mackerel,32.37
18.3,Summer,Zone B,Haddock,Pollock,32.58
19.8,Summer,Zone B,Mackerel,Pollock,32.58
15.5,Spring,Zone B,Cod,Herring,32.03
22.8,Summer,Zone C,Haddock,Pollock,32.31
16.4,Spring,Zone B,Flounder,Cod,31.31
18.0,Fall,Zone B,Sea Bass,Atlantic Salmon,32.69
20.9,Summer,Zone C,Haddock,Mackerel,33.15
15.0,Fall,Zone B,Halibut,Atlantic Salmon,32.43
18.3,Summer,Zone B,Haddock,Pollock,31.85
8.2,Winter,Zone A,Smelt,Redfish,33.89
13.7,Fall,Zone A,Atlantic Salmon,Sea Bass,32.5
13.5,Spring,Zone A,Cod,Herring,30.49
15.4,Fall,Zone B,Sea Bass,Atlantic Salmon,32.9
18.2,Summer,Zone B,Haddock,Mackerel,32.07
21.8,Summer,Zone C,Pollock,Mackerel,32.11
22.4,Summer,Zone C,Pollock,Mackerel,32.3
12.5,Spring,Zone A,Flounder,Herring,31.72
19.4,Fall,Zone B,Atlantic Salmon,Halibut,32.63
5.7,Winter,Zone A,Cod,Smelt,33.25
5.3,Winter,Zone A,Cod,Redfish,33.74
21.8,Summer,Zone C,Mackerel,Pollock,32.03
21.4,Summer,Zone C,Haddock,Mackerel,32.55
16.6,Fall,Zone B,Halibut,Sea Bass,32.73
12.4,Spring,Zone A,Flounder,Cod,31.16
15.2,Fall,Zone B,Halibut,Sea Bass,33.03
9.7,Winter,Zone A,Smelt,Redfish,33.0
15.7,Spring,Zone B,Cod,Flounder,31.87
9.6,Winter,Zone A,Cod,Redfish,33.45
11.0,Spring,Zone A,Herring,Flounder,32.62
21.8,Summer,Zone C,Haddock,Pollock,32.05
12.4,Spring,Zone A,Herring,Cod,31.46
7.8,Winter,Zone A,Smelt,Cod,33.35
12.9,Fall,Zone A,Halibut,Sea Bass,32.45
23.0,Summer,Zone C,Haddock,Mackerel,32.5
19.7,Summer,Zone B,Haddock,Mackerel,31.46
21.3,Summer,Zone C,Haddock,Mackerel,31.66
18.0,Fall,Zone B,Sea Bass,Atlantic Salmon,31.82
4.8,Winter,Zone A,Smelt,Redfish,33.99
13.7,Fall,Zone A,Atlantic Salmon,Halibut,33.42
14.6,Fall,Zone A,Sea Bass,Atlantic Salmon,32.47
13.2,Spring,Zone A,Cod,Flounder,31.51
16.8,Spring,Zone B,Cod,Herring,31.45
15.1,Fall,Zone B,Atlantic Salmon,Halibut,33.08
18.9,Fall,Zone B,Atlantic Salmon,Halibut,31.84
19.0,Fall,Zone B,Halibut,Sea Bass,32.42
12.5,Fall,Zone A,Atlantic Salmon,Sea Bass,33.11
24.7,Summer,Zone C,Pollock,Haddock,32.27
7.9,Winter,Zone A,Redfish,Smelt,33.45
15.6,Spring,Zone B,Cod,Flounder,31.97
13.8,Spring,Zone A,Herring,Flounder,30.21
13.4,Fall,Zone A,Atlantic Salmon,Halibut,32.92
19.6,Summer,Zone B,Haddock,Pollock,31.94
18.8,Fall,Zone B,Sea Bass,Atlantic Salmon,31.39
12.5,Spring,Zone A,Herring,Flounder,31.88
12.9,Fall,Zone A,Sea Bass,Atlantic Salmon,33.29
17.4,Fall,Zone B,Halibut,Sea Bass,32.31
17.1,Spring,Zone B,Herring,Flounder,31.87
17.8,Fall,Zone B,Atlantic Salmon,Sea Bass,33.17
17.3,Spring,Zone B,Herring,Flounder,32.04
16.4,Fall,Zone B,Atlantic Salmon,Halibut,33.25
12.3,Spring,Zone A,Flounder,Herring,32.01
21.4,Summer,Zone C,Mackerel,Pollock,32.22
15.1,Spring,Zone B,Cod,Flounder,30.69
14.5,Spring,Zone A,Flounder,Herring,31.4
12.0,Fall,Zone A,Atlantic Salmon,Sea Bass,32.23
18.1,Fall,Zone B,Atlantic Salmon,Halibut,33.43
8.2,Winter,Zone A,Smelt,Redfish,33.25
5.1,Winter,Zone A,Cod,Smelt,33.56
9.2,Winter,Zone A,Cod,Redfish,33.57
15.1,Spring,Zone B,Herring,Cod,31.52
10.4,Spring,Zone A,Cod,Herring,32.58
14.1,Fall,Zone A,Sea Bass,Halibut,32.23
18.5,Fall,Zone B,Sea Bass,Atlantic Salmon,32.42
23.8,Summer,Zone C,Pollock,Haddock,31.69
19.9,Summer,Zone B,Pollock,Haddock,31.59
15.4,Fall,Zone B,Halibut,Atlantic Salmon,32.17
19.2,Summer,Zone B,Pollock,Haddock,32.27
11.3,Spring,Zone A,Herring,Cod,31.47
8.5,Winter,Zone A,Redfish,Smelt,32.98
13.5,Spring,Zone A,Flounder,Cod,30.87
18.5,Fall,Zone B,Atlantic Salmon,Halibut,32.28
9.6,Winter,Zone A,Smelt,Cod,32.52
18.5,Summer,Zone B,Mackerel,Pollock,32.71
17.4,Spring,Zone B,Cod,Flounder,31.42
8.6,Winter,Zone A,Cod,Redfish,32.59
14.5,Fall,Zone A,Sea Bass,Atlantic Salmon,32.37
18.5,Summer,Zone B,Haddock,Pollock,31.95
14.4,Fall,Zone A,Atlantic Salmon,Halibut,32.69
9.3,Winter,Zone A,Cod,Redfish,33.96
10.8,Spring,Zone A,Cod,Flounder,30.77
19.3,Fall,Zone B,Halibut,Atlantic Salmon,32.34
14.0,Spring,Zone A,Herring,Cod,31.47
19.1,Summer,Zone B,Haddock,Mackerel,32.63
12.7,Fall,Zone A,Atlantic Salmon,Sea Bass,32.72
4.5,Winter,Zone A,Redfish,Cod,33.15
18.8,Fall,Zone B,Sea Bass,Halibut,32.15
17.6,Spring,Zone B,Flounder,Cod,30.97
24.6,Summer,Zone C,Pollock,Haddock,32.56
22.3,Summer,Zone C,Mackerel,Pollock,32.15
19.7,Summer,Zone B,Haddock,Mackerel,33.22
19.0,Summer,Zone B,Pollock,Mackerel,32.27
24.8,Summer,Zone C,Pollock,Haddock,31.66
14.9,Fall,Zone A,Halibut,Atlantic Salmon,31.75
13.3,Fall,Zone A,Sea Bass,Halibut,31.68
17.8,Fall,Zone B,Halibut,Sea Bass,31.57
9.9,Winter,Zone A,Redfish,Cod,33.39
6.5,Winter,Zone A,Cod,Smelt,33.68
17.2,Spring,Zone B,Cod,Flounder,30.6
5.9,Winter,Zone A,Smelt,Redfish,33.9
24.6,Summer,Zone C,Mackerel,Pollock,31.78
14.6,Spring,Zone A,Flounder,Cod,31.59
20.0,Summer,Zone B,Pollock,Haddock,33.06
6.7,Winter,Zone A,Cod,Redfish,33.86
4.5,Winter,Zone A,Redfish,Cod,33.39
25.0,Summer,Zone C,Pollock,Mackerel,31.55
9.5,Winter,Zone A,Cod,Smelt,32.2
18.1,Summer,Zone B,Mackerel,Pollock,31.99
15.7,Fall,Zone B,Halibut,Sea Bass,32.36
14.5,Spring,Zone A,Flounder,Herring,31.03
13.5,Fall,Zone A,Atlantic Salmon,Halibut,32.51
18.4,Summer,Zone B,Mackerel,Pollock,32.37
24.4,Summer,Zone C,Haddock,Pollock,31.92
11.9,Spring,Zone A,Herring,Cod,31.33
16.6,Spring,Zone B,Flounder,Cod,31.5
7.5,Winter,Zone A,Cod,Redfish,33.6
8.7,Winter,Zone A,Smelt,Cod,32.77
13.2,Fall,Zone A,Sea Bass,Halibut,33.3
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon,32.49
6.3,Winter,Zone A,Redfish,Cod,33.44
14.1,Fall,Zone A,Sea Bass,Halibut,32.9
16.9,Spring,Zone B,Herring,Cod,31.52
6.1,Winter,Zone A,Cod,Redfish,33.92
7.3,Winter,Zone A,Smelt,Redfish,33.53
17.2,Fall,Zone B,Sea Bass,Atlantic Salmon,32.08
13.9,Spring,Zone A,Herring,Flounder,31.74
16.8,Spring,Zone B,Flounder,Cod,30.84
13.3,Spring,Zone A,Cod,Flounder,31.64
23.5,Summer,Zone C,Haddock,Mackerel,32.06
4.9,Winter,Zone A,Redfish,Cod,33.4
6.8,Winter,Zone A,Redfish,Smelt,33.35
18.3,Summer,Zone B,Mackerel,Pollock,31.39
16.1,Fall,Zone B,Sea Bass,Atlantic Salmon,32.17
16.3,Fall,Zone B,Atlantic Salmon,Sea Bass,32.48
4.1,Winter,Zone A,Smelt,Cod,33.62
8.0,Winter,Zone A,Cod,Smelt,32.84
10.9,Spring,Zone A,Cod,Herring,32.34
10.5,Spring,Zone A,Flounder,Cod,31.29
23.2,Summer,Zone C,Haddock,Pollock,32.57
15.4,Fall,Zone B,Halibut,Atlantic Salmon,32.69
15.9,Spring,Zone B,Herring,Cod,31.13
8.1,Winter,Zone A,Redfish,Smelt,34.23
9.4,Winter,Zone A,Smelt,Redfish,32.68
12.7,Spring,Zone A,Flounder,Herring,32.07
7.7,Winter,Zone A,Smelt,Redfish,33.87
12.2,Spring,Zone A,Flounder,Cod,31.3
19.8,Summer,Zone B,Mackerel,Haddock,32.96
19.2,Fall,Zone B,Sea Bass,Atlantic Salmon,32.16
6.4,Winter,Zone A,Cod,Redfish,33.57
17.9,Fall,Zone B,Atlantic Salmon,Halibut,32.49
22.6,Summer,Zone C,Haddock,Mackerel,32.05
15.6,Spring,Zone B,Herring,Cod,31.88
17.3,Fall,Zone B,Halibut,Sea Bass,32.78
19.1,Fall,Zone B,Halibut,Atlantic Salmon,31.42
5.6,Winter,Zone A,Cod,Redfish,34.12
18.6,Summer,Zone B,Pollock,Haddock,31.49
15.9,Fall,Zone B,Sea Bass,Halibut,32.97
18.5,Fall,Zone B,Atlantic Salmon,Halibut,32.89
23.9,Summer,Zone C,Pollock,Mackerel,31.51
24.2,Summer,Zone C,Haddock,Mackerel,31.83
13.1,Spring,Zone A,Cod,Herring,31.04
21.9,Summer,Zone C,Haddock,Pollock,32.05
9.2,Winter,Zone A,Cod,Smelt,33.14
6.2,Winter,Zone A,Redfish,Cod,33.83
11.1,Spring,Zone A,Flounder,Herring,32.35
14.4,Fall,Zone A,Atlantic Salmon,Halibut,33.23
10.8,Spring,Zone A,Cod,Herring,31.43
24.4,Summer,Zone C,Mackerel,Pollock,31.93
17.8,Fall,Zone B,Halibut,Sea Bass,31.52
18.1,Summer,Zone B,Pollock,Haddock,31.94
7.8,Winter,Zone A,Cod,Redfish,33.84
20.2,Summer,Zone C,Haddock,Mackerel,33.05
11.5,Spring,Zone A,Flounder,Cod,31.06
24.7,Summer,Zone C,Pollock,Mackerel,31.72
14.1,Fall,Zone A,Sea Bass,Halibut,32.53
13.1,Spring,Zone A,Cod,Flounder,31.74
4.7,Winter,Zone A,Smelt,Redfish,33.11
8.2,Winter,Zone A,Smelt,Redfish,33.55
22.9,Summer,Zone C,Pollock,Mackerel,31.87
16.0,Spring,Zone B,Flounder,Herring,31.44
6.9,Winter,Zone A,Cod,Smelt,33.68
14.9,Fall,Zone A,Sea Bass,Halibut,32.51
17.5,Fall,Zone B,Sea Bass,Atlantic Salmon,32.16
14.0,Fall,Zone A,Atlantic Salmon,Sea Bass,32.5
16.1,Spring,Zone B,Flounder,Herring,31.4
10.9,Spring,Zone A,Herring,Cod,31.52
9.9,Winter,Zone A,Cod,Redfish,33.13
15.6,Fall,Zone B,Atlantic Salmon,Halibut,33.27
20.7,Summer,Zone C,Haddock,Mackerel,32.5
14.5,Fall,Zone A,Sea Bass,Halibut,32.38
24.0,Summer,Zone C,Pollock,Haddock,32.4
7.9,Winter,Zone A,Smelt,Cod,33.19
12.0,Spring,Zone A,Flounder,Herring,32.24
13.9,Fall,Zone A,Sea Bass,Halibut,32.74
9.3,Winter,Zone A,Redfish,Smelt,33.23
16.9,Fall,Zone B,Atlantic Salmon,Sea Bass,32.63
9.1,Winter,Zone A,Cod,Smelt,32.51
24.8,Summer,Zone C,Pollock,Haddock,31.45
13.1,Fall,Zone A,Sea Bass,Halibut,32.0
15.1,Fall,Zone B,Halibut,Sea Bass,32.57
11.0,Spring,Zone A,Herring,Cod,32.57
19.3,Fall,Zone B,Halibut,Atlantic Salmon,33.4
12.8,Spring,Zone A,Herring,Cod,31.93
10.4,Spring,Zone A,Flounder,Cod,31.98
23.7,Summer,Zone C,Mackerel,Haddock,31.16
21.3,Summer,Zone C,Pollock,Mackerel,31.91
18.1,Summer,Zone B,Pollock,Mackerel,31.95
19.6,Summer,Zone B,Mackerel,Pollock,31.96
15.6,Fall,Zone B,Sea Bass,Halibut,32.39
17.5,Spring,Zone B,Cod,Herring,31.14
5.4,Winter,Zone A,Redfish,Cod,32.49
13.4,Fall,Zone A,Sea Bass,Atlantic Salmon,32.95
14.1,Spring,Zone A,Herring,Flounder,31.01
15.0,Fall,Zone B,Atlantic Salmon,Halibut,32.62
24.0,Summer,Zone C,Haddock,Mackerel,33.09
10.6,Spring,Zone A,Cod,Flounder,31.26
16.6,Fall,Zone B,Atlantic Salmon,Sea Bass,31.15
21.4,Summer,Zone C,Mackerel,Haddock,32.04
7.6,Winter,Zone A,Cod,Smelt,33.92
19.0,Fall,Zone B,Atlantic Salmon,Halibut,33.28
19.2,Fall,Zone B,Halibut,Atlantic Salmon,31.68
21.5,Summer,Zone C,Haddock,Mackerel,32.42
23.5,Summer,Zone C,Mackerel,Haddock,31.84
23.1,Summer,Zone C,Haddock,Pollock,32.04
17.7,Fall,Zone B,Sea Bass,Halibut,33.69
14.9,Spring,Zone A,Flounder,Herring,30.75
17.3,Fall,Zone B,Halibut,Sea Bass,32.51
12.8,Fall,Zone A,Atlantic Salmon,Sea Bass,32.84
12.6,Spring,Zone A,Flounder,Herring,32.16
24.7,Summer,Zone C,Haddock,Pollock,32.06
6.4,Winter,Zone A,Smelt,Cod,33.58
13.4,Spring,Zone A,Flounder,Herring,31.38
22.5,Summer,Zone C,Mackerel,Pollock,32.26
9.9,Winter,Zone A,Redfish,Smelt,33.08
7.1,Winter,Zone A,Redfish,Cod,33.71
12.1,Fall,Zone A,Halibut,Atlantic Salmon,32.46
13.2,Spring,Zone A,Flounder,Herring,31.78
15.0,Spring,Zone B,Herring,Cod,31.49
10.5,Spring,Zone A,Cod,Herring,32.29
18.1,Fall,Zone B,Atlantic Salmon,Sea Bass,32.32
19.8,Summer,Zone B,Haddock,Pollock,31.37
8.6,Winter,Zone A,Redfish,Cod,33.95
10.2,Spring,Zone A,Cod,Flounder,31.29
16.5,Fall,Zone B,Halibut,Atlantic Salmon,32.1
23.5,Summer,Zone C,Mackerel,Pollock,31.78
4.0,Winter,Zone A,Cod,Smelt,34.24
5.0,Winter,Zone A,Redfish,Smelt,32.43
8.7,Winter,Zone A,Redfish,Smelt,34.88
18.9,Summer,Zone B,Pollock,Haddock,32.83
16.7,Fall,Zone B,Atlantic Salmon,Halibut,32.53
20.4,Summer,Zone C,Haddock,Mackerel,32.2
14.1,Fall,Zone A,Atlantic Salmon,Sea Bass,32.69
13.6,Fall,Zone A,Sea Bass,Halibut,32.83
16.9,Spring,Zone B,Cod,Herring,31.73
14.8,Fall,Zone A,Halibut,Sea Bass,32.79
15.5,Fall,Zone B,Sea Bass,Halibut,32.52
9.2,Winter,Zone A,Cod,Redfish,33.19
24.6,Summer,Zone C,Mackerel,Pollock,31.94
6.2,Winter,Zone A,Smelt,Cod,33.34
16.0,Spring,Zone B,Herring,Cod,32.02
17.4,Fall,Zone B,Atlantic Salmon,Sea Bass,32.68
17.7,Fall,Zone B,Sea Bass,Halibut,30.89
24.8,Summer,Zone C,Pollock,Mackerel,32.34
17.8,Spring,Zone B,Herring,Cod,31.46
16.9,Fall,Zone B,Atlantic Salmon,Halibut,32.4
8.5,Winter,Zone A,Redfish,Smelt,33.13
6.7,Winter,Zone A,Redfish,Smelt,33.98
18.6,Summer,Zone B,Haddock,Mackerel,32.79
9.8,Winter,Zone A,Cod,Redfish,32.87
18.2,Summer,Zone B,Mackerel,Pollock,32.54
8.7,Winter,Zone A,Cod,Smelt,32.83
17.4,Spring,Zone B,Herring,Flounder,30.69
16.2,Spring,Zone B,Cod,Herring,31.13
13.7,Fall,Zone A,Sea Bass,Atlantic Salmon,33.0
15.3,Fall,Zone B,Sea Bass,Halibut,32.96
7.3,Winter,Zone A,Cod,Redfish,33.64
4.5,Winter,Zone A,Redfish,Smelt,33.89
17.6,Spring,Zone B,Herring,Flounder,31.63
4.1,Winter,Zone A,Cod,Smelt,33.22
14.3,Spring,Zone A,Herring,Cod,31.75
8.5,Winter,Zone A,Smelt,Redfish,33.73
22.7,Summer,Zone C,Mackerel,Haddock,32.49
18.5,Summer,Zone B,Pollock,Mackerel,32.92
22.8,Summer,Zone C,Mackerel,Pollock,32.46
20.5,Summer,Zone C,Haddock,Pollock,32.4
19.9,Summer,Zone B,Haddock,Pollock,32.79
11.4,Spring,Zone A,Herring,Flounder,31.67
13.6,Fall,Zone A,Sea Bass,Atlantic Salmon,32.13
13.1,Spring,Zone A,Flounder,Herring,31.51
13.8,Spring,Zone A,Herring,Flounder,31.19
8.7,Winter,Zone A,Redfish,Cod,32.98
15.5,Fall,Zone B,Halibut,Atlantic Salmon,32.4
15.8,Spring,Zone B,Cod,Flounder,31.06
8.4,Winter,Zone A,Redfish,Smelt,33.18
13.9,Spring,Zone A,Cod,Herring,30.61
22.8,Summer,Zone C,Mackerel,Pollock,32.22
14.3,Spring,Zone A,Cod,Herring,31.54
19.7,Fall,Zone B,Sea Bass,Halibut,31.86
9.0,Winter,Zone A,Cod,Redfish,33.63
11.3,Spring,Zone A,Cod,Flounder,32.15
19.7,Fall,Zone B,Sea Bass,Atlantic Salmon,31.46
7.0,Winter,Zone A,Smelt,Redfish,33.02
9.7,Winter,Zone A,Cod,Smelt,32.88
16.4,Spring,Zone B,Flounder,Herring,30.96
10.2,Spring,Zone A,Flounder,Cod,32.15
4.1,Winter,Zone A,Cod,Smelt,33.45
18.9,Summer,Zone B,Pollock,Haddock,32.17
19.5,Fall,Zone B,Halibut,Sea Bass,31.27
17.9,Fall,Zone B,Halibut,Atlantic Salmon,32.67
15.2,Fall,Zone B,Sea Bass,Halibut,31.87
24.4,Summer,Zone C,Pollock,Mackerel,32.06
13.2,Fall,Zone A,Atlantic Salmon,Sea Bass,32.73
18.7,Fall,Zone B,Sea Bass,Atlantic Salmon,33.0
16.6,Spring,Zone B,Cod,Flounder,30.77
17.6,Fall,Zone B,Halibut,Atlantic Salmon,30.86
18.3,Summer,Zone B,Haddock,Pollock,32.43
13.5,Fall,Zone A,Sea Bass,Halibut,33.48
12.0,Spring,Zone A,Flounder,Cod,32.27
24.9,Summer,Zone C,Mackerel,Haddock,32.11
13.2,Spring,Zone A,Flounder,Herring,31.34
16.8,Fall,Zone B,Halibut,Sea Bass,32.81
6.5,Winter,Zone A,Smelt,Redfish,32.94
15.9,Spring,Zone B,Cod,Herring,31.69
16.3,Spring,Zone B,Flounder,Herring,31.69
22.8,Summer,Zone C,Mackerel,Haddock,32.64
21.5,Summer,Zone C,Haddock,Pollock,33.55
21.1,Summer,Zone C,Haddock,Pollock,32.39
9.2,Winter,Zone A,Smelt,Redfish,33.04
21.0,Summer,Zone C,Mackerel,Pollock,32.19
15.6,Fall,Zone B,Halibut,Sea Bass,31.59
15.3,Fall,Zone B,Halibut,Sea Bass,32.14
16.0,Fall,Zone B,Sea Bass,Halibut,32.25
19.5,Fall,Zone B,Atlantic Salmon,Sea Bass,32.01
19.2,Fall,Zone B,Sea Bass,Atlantic Salmon,32.37
14.9,Fall,Zone A,Sea Bass,Halibut,32.09
5.9,Winter,Zone A,Redfish,Smelt,34.02
13.2,Spring,Zone A,Cod,Herring,31.59
6.6,Winter,Zone A,Smelt,Redfish,33.42
8.0,Winter,Zone A,Redfish,Cod,33.19
23.0,Summer,Zone C,Haddock,Mackerel,32.18
15.7,Spring,Zone B,Flounder,Cod,31.88
18.8,Fall,Zone B,Halibut,Atlantic Salmon,31.88
15.4,Fall,Zone B,Halibut,Atlantic Salmon,32.15
4.6,Winter,Zone A,Cod,Redfish,33.37
5.3,Winter,Zone A,Redfish,Smelt,32.81
23.4,Summer,Zone C,Haddock,Pollock,31.67
20.6,Summer,Zone C,Haddock,Mackerel,31.98
5.2,Winter,Zone A,Redfish,Smelt,33.93
24.1,Summer,Zone C,Haddock,Pollock,32.18
19.6,Summer,Zone B,Mackerel,Pollock,32.37
15.9,Spring,Zone B,Herring,Flounder,31.88
18.3,Fall,Zone B,Atlantic Salmon,Sea Bass,32.27
24.2,Summer,Zone C,Pollock,Haddock,32.24
9.2,Winter,Zone A,Redfish,Cod,33.24
16.6,Fall,Zone B,Halibut,Sea Bass,32.55
12.1,Fall,Zone A,Sea Bass,Halibut,32.35
7.5,Winter,Zone A,Cod,Smelt,32.16
5.3,Winter,Zone A,Cod,Redfish,33.42
9.1,Winter,Zone A,Redfish,Cod,34.01
16.9,Fall,Zone B,Halibut,Sea Bass,32.87
23.1,Summer,Zone C,Pollock,Mackerel,32.58
15.0,Fall,Zone B,Sea Bass,Atlantic Salmon,33.12
16.5,Spring,Zone B,Herring,Flounder,31.47
17.6,Fall,Zone B,Halibut,Sea Bass,32.47
4.2,Winter,Zone A,Smelt,Redfish,33.23
16.3,Spring,Zone B,Cod,Flounder,31.28
4.1,Winter,Zone A,Cod,Redfish,33.85
9.8,Winter,Zone A,Redfish,Cod,33.86
5.5,Winter,Zone A,Cod,Redfish,33.41
20.0,Summer,Zone B,Pollock,Mackerel,32.02
12.6,Fall,Zone A,Halibut,Sea Bass,32.62
13.3,Fall,Zone A,Halibut,Atlantic Salmon,32.89
16.6,Spring,Zone B,Cod,Herring,30.7
4.6,Winter,Zone A,Redfish,Smelt,32.37
20.5,Summer,Zone C,Haddock,Pollock,31.95
6.1,Winter,Zone A,Cod,Smelt,32.83
15.9,Fall,Zone B,Halibut,Atlantic Salmon,32.2
24.9,Summer,Zone C,Pollock,Mackerel,31.93
4.5,Winter,Zone A,Cod,Redfish,33.3
25.0,Summer,Zone C,Mackerel,Haddock,32.73
13.7,Spring,Zone A,Herring,Flounder,31.73
14.0,Fall,Zone A,Sea Bass,Atlantic Salmon,32.7
21.9,Summer,Zone C,Mackerel,Pollock,32.47
22.9,Summer,Zone C,Mackerel,Haddock,31.54
12.3,Spring,Zone A,Cod,Herring,32.15
16.8,Spring,Zone B,Cod,Herring,31.37
4.1,Winter,Zone A,Redfish,Cod,33.88
13.3,Fall,Zone A,Halibut,Sea Bass,32.05
21.2,Summer,Zone C,Pollock,Mackerel,31.41
18.6,Summer,Zone B,Pollock,Mackerel,32.73
14.9,Spring,Zone A,Flounder,Cod,31.69
8.8,Winter,Zone A,Smelt,Cod,32.86
24.1,Summer,Zone C,Pollock,Mackerel,31.61
19.1,Fall,Zone B,Atlantic Salmon,Halibut,32.86
14.3,Fall,Zone A,Atlantic Salmon,Halibut,31.94
9.4,Winter,Zone A,Smelt,Redfish,34.1
13.1,Fall,Zone A,Atlantic Salmon,Halibut,32.14
20.0,Summer,Zone B,Pollock,Mackerel,32.57
15.2,Spring,Zone B,Cod,Flounder,31.33
24.4,Summer,Zone C,Mackerel,Haddock,32.33
12.3,Fall,Zone A,Sea Bass,Atlantic Salmon,32.36
4.5,Winter,Zone A,Redfish,Smelt,33.44
13.9,Fall,Zone A,Sea Bass,Halibut,32.58
18.7,Summer,Zone B,Pollock,Mackerel,31.81
16.0,Fall,Zone B,Atlantic Salmon,Halibut,32.82
14.5,Fall,Zone A,Atlantic Salmon,Halibut,32.27
21.4,Summer,Zone C,Pollock,Mackerel,32.07
18.0,Spring,Zone B,Cod,Herring,30.85
8.1,Winter,Zone A,Redfish,Cod,32.06
17.9,Spring,Zone B,Herring,Flounder,31.26
13.8,Fall,Zone A,Sea Bass,Atlantic Salmon,33.77
23.6,Summer,Zone C,Pollock,Mackerel,32.46
9.9,Winter,Zone A,Smelt,Redfish,33.25
8.5,Winter,Zone A,Redfish,Smelt,33.19
4.8,Winter,Zone A,Cod,Redfish,33.52
17.3,Fall,Zone B,Halibut,Sea Bass,32.66
8.6,Winter,Zone A,Smelt,Redfish,32.73
16.1,Spring,Zone B,Herring,Flounder,32.0
12.5,Fall,Zone A,Atlantic Salmon,Sea Bass,32.98
14.5,Fall,Zone A,Halibut,Atlantic Salmon,32.88
10.0,Winter,Zone A,Smelt,Cod,33.47
6.8,Winter,Zone A,Redfish,Cod,33.42
4.6,Winter,Zone A,Cod,Smelt,33.86
8.8,Winter,Zone A,Smelt,Cod,33.61
22.9,Summer,Zone C,Haddock,Pollock,31.93
13.9,Fall,Zone A,Sea Bass,Atlantic Salmon,32.27
12.3,Spring,Zone A,Flounder,Cod,31.69
22.1,Summer,Zone C,Pollock,Haddock,32.92
23.5,Summer,Zone C,Pollock,Haddock,31.46
7.4,Winter,Zone A,Redfish,Cod,32.65
12.0,Fall,Zone A,Atlantic Salmon,Sea Bass,32.73
14.3,Spring,Zone A,Herring,Cod,31.56
8.2,Winter,Zone A,Smelt,Redfish,33.43
9.8,Winter,Zone A,Redfish,Smelt,33.38
17.0,Fall,Zone B,Sea Bass,Halibut,32.29
6.7,Winter,Zone A,Smelt,Redfish,34.16
8.4,Winter,Zone A,Redfish,Cod,32.53
6.7,Winter,Zone A,Smelt,Redfish,33.0
18.7,Fall,Zone B,Sea Bass,Atlantic Salmon,32.26
5.2,Winter,Zone A,Smelt,Redfish,32.67
11.8,Spring,Zone A,Herring,Cod,31.57
18.5,Summer,Zone B,Mackerel,Haddock,33.16
18.7,Fall,Zone B,Halibut,Atlantic Salmon,32.33
23.7,Summer,Zone C,Pollock,Haddock,32.18
4.7,Winter,Zone A,Smelt,Cod,32.88
7.2,Winter,Zone A,Cod,Redfish,33.08
21.4,Summer,Zone C,Pollock,Mackerel,31.99
12.9,Spring,Zone A,Cod,Herring,31.45
20.6,Summer,Zone C,Pollock,Haddock,32.86
18.4,Summer,Zone B,Mackerel,Haddock,32.61
15.1,Spring,Zone B,Flounder,Cod,30.94
11.5,Spring,Zone A,Flounder,Herring,31.8
16.7,Fall,Zone B,Atlantic Salmon,Halibut,32.66
19.2,Summer,Zone B,Mackerel,Pollock,32.86
18.5,Fall,Zone B,Halibut,Atlantic Salmon,33.12
9.8,Winter,Zone A,Cod,Redfish,32.75
21.6,Summer,Zone C,Mackerel,Haddock,31.76
5.4,Winter,Zone A,Redfish,Cod,32.85
4.1,Winter,Zone A,Redfish,Cod,33.43
20.0,Summer,Zone B,Mackerel,Haddock,32.48
14.8,Spring,Zone A,Cod,Herring,32.0
24.6,Summer,Zone C,Pollock,Haddock,31.98
24.5,Summer,Zone C,Haddock,Pollock,31.87
8.3,Winter,Zone A,Cod,Redfish,33.41
14.6,Spring,Zone A,Herring,Cod,31.1
12.4,Spring,Zone A,Flounder,Herring,32.67
10.1,Spring,Zone A,Cod,Herring,30.94
